name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,ID_Kelurahan 
Kantin Sumber Rezeki,"Jalan Pajajaran No.156, Area Parkir, Bandara Husen Sastranegara, Husen Sastranegara",-6.904521,107.579188,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.2_1
Bakso Cak Eko,"Jalan Pajajaran No.235, Husen Sastranegara",-6.904514,107.5802587,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.2_1
Corner Satay at BDO Airport,"Area Parkir Bandara Husein Sastranegara, Jalan Pajajaran No.156, Husen Sastranegara",-6.9050335,107.5789832,OPERATIONAL,4.4,98,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.2_1
Kantin Tiktok,"Jalan Pajajaran No.158 Area Parkir Bandara Husein Sastranegara Gedung Komersil Baru Lt. 3 kavling no. 55, Husen Sastranegara",-6.9050617,107.5795389,OPERATIONAL,4.2,14,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.2_1
Pujasera Bandara Husein Sastranegara,"3HVH+XRG, Husen Sastranegara",-6.9050696,107.5795629,OPERATIONAL,4.1,311,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.16.2_1
Lumpiah basah Kanaya,"Jalan Maleber Utara samping rel KA No.187A, Garuda",-6.9061191,107.5775808,OPERATIONAL,4.2,5,"restaurant, health, store, food, point_of_interest, establishment",Unknown,IDN.9.14.16.2_1
Warung Nasi Tiga Putra Sadewata,"3HWM+24Q, Husen Sastranegara",-6.9049072,107.5828464,OPERATIONAL,1,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.2_1
Pecel madiun barokah,"3HVH+8QC, Jalan Nurtanio Utara, Husen Sastranegara",-6.906677,107.5793804,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.2_1
Pujas 179,"Universitas Nurtanio Bandung, Jalan Pajajaran No.219",-6.9062145,107.5817133,OPERATIONAL,4.7,12,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.2_1
Martabak Siram TwoinC,"Jalan Pajajaran No.219, Husen Sastranegara",-6.9064112,107.5816583,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.2_1
Hardy'S Dining Room,"Jalan Doktor Setiabudi No.269 275, Isola",-6.8549979,107.5946066,OPERATIONAL,4.6,134,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Bakmi Ayam Parahyangan,"Jalan Doktor Setiabudi No.170, Isola",-6.855822,107.594542,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Jing Paradise Chinese Fine Dining Restaurant,"Jalan Doktor Setiabudi No.269-275, Isola",-6.854843,107.5956421,OPERATIONAL,4.6,1283,"restaurant, food, point_of_interest, establishment",3,IDN.9.14.28.2_1
Brick & Barrel Bistro,"Jalan Sersan Bajuri No.100, Isola",-6.8488419,107.5918932,OPERATIONAL,4.1,62,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.28.2_1
Kedai bang dzakk,"Jl negla pojok rt07/04 no 6b, Isola",-6.8535778,107.5923835,OPERATIONAL,Unknown,Unknown,"store, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Warung Baba Khayya,"Jalan Negla Tengah Jalan Negla No.47, RT.5/RW.4, Isola",-6.8542286,107.5930183,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Teras 33,"Lapang Nangka Pojok, Jalan Negla Pojok No.33, RT.07/RW.04, Isola",-6.8530103,107.5923866,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Dapoer_N'coy,"Gang Negla Tengah 2 No.38, Isola",-6.8544371,107.5927705,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Yellow House,"4HWR+QR9, Jalan Negla, Isola",-6.8530817,107.5921205,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Ayam Kenzi,"Jalan Negla Pojok No.40, Isola",-6.8529858,107.5921308,OPERATIONAL,4.5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Warung ayam goreng ibu siti sersan bajuri,Jalan Sersan Bajuri No.67,-6.8535372,107.5917892,OPERATIONAL,5,9,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Batagor Negla,"Jalan Doktor Setiabudi Jalan Negla Utara 179 / 171 A, Isola",-6.8546289,107.5935582,OPERATIONAL,5,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Warung Nasi Ema Ai,"4HWV+5FQ, Isola",-6.8545269,107.5937227,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Rm Bungo Tanjuang Masakan Padang,"Jalan Sersan Bajuri No.62, Isola",-6.853728,107.5917313,OPERATIONAL,4.1,20,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Karwati's Diner,"4HWR+9M8, Jalan Sersan Bajuri, Isola",-6.8540889,107.591706,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Ibu Yati Lotek,"4HWR+CM6, Jalan Sersan Bajuri, Isola",-6.853972,107.591656,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Mie ayam dan baso podomoro,"Jalan Negla Utara No.14, Isola",-6.8546846,107.5938011,OPERATIONAL,4.1,9,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.28.2_1
Soto Sulung Madura H Gendut / H Muin,"Ukud 51c/77 Dunguscariang, Gang Bapak Sarip, Sukawarna",-6.9195202,107.5899498,OPERATIONAL,3,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.10.3_1
Sederhana Restoran,"Jalan Jend. Sudirman No.478, Jamika",-6.9189503,107.5886237,OPERATIONAL,4.2,17,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.10.3_1
De'Chick Kawaluyaan,"Jalan Kawaluyaan Indah Raya No.1, Food Court Yomart, Jatisari, Buah Batu, Jatisari",-6.9344148,107.6613014,OPERATIONAL,4,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.12.2_1
Nasi Kebuli kawali,"Jalan Kawaluyaan Indah IV No.22, Jatisari",-6.9361462,107.6623662,CLOSED_TEMPORARILY,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.12.2_1
Ruma Hasian,"Regency, Jalan Kawaluyaan No.C 1",-6.9368469,107.6618705,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.12.2_1
Rumah Makan Nan Dinanti,"Jalan Kawaluyaan Indah I No.8B, Jatisari",-6.9352641,107.6623626,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.12.2_1
Mie Ani,"kode pos 40286, jalan kawaluyaan indah VI gerbang keluar komplek, Jalan Kawaluyaan Jalan Kawaluyaan Indah Raya No.VI, RT.6/RW.6",-6.9366524,107.6607986,OPERATIONAL,5,10,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.12.2_1
Cemilan Bandung,"Jalan Kawaluyaan Indah Raya No.3, Jatisari",-6.9347578,107.6622535,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.12.2_1
Bakso-Ndeso,"Jalan Mandala IX No.83, Jatihandap",-6.8910129,107.664644,OPERATIONAL,3.8,17,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
NASI GORENG KING 99,"Jl. Raya Cikadut No.4, Karang Pamulang, Mandalajati, Kota Bandung, Jawa Barat 40194, Jatihandap",-6.9027227,107.6659139,OPERATIONAL,4.8,56,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Hafor Shop,"City Garden Residence, Blok E No.42, Jatihandap",-6.8955628,107.662908,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
"Fontana Connexion No. 10, City Garden Residence","Fontana Connexion No. 10, City Garden Residence, Jatihandap",-6.8956814,107.6619078,OPERATIONAL,4.6,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Baso bu asri,"4M47+87H, Jatihandap",-6.8941882,107.6632302,OPERATIONAL,4.3,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Kedai Teh Rinrin,"4M47+87H, Jatihandap",-6.8941875,107.6632344,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
"Baso Yan Yan, Jatihandap Timur 19","Jalan Jatihandap Gang Barokah 4 No.19, RT.004/RW.007, Jatihandap",-6.8958116,107.6616346,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Ayam Geprek & Burger Kang Ewok,Jalan Jatihandap Timur No 12 Rt.05/09,-6.8941683,107.6619947,OPERATIONAL,4.6,54,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Seblak Pedas Mitoha,"Jl. Jati Handap Timur, Gg Mekar II RT.05 RW.09 Kel. Jatihandap, Cicaheum",-6.8940938,107.6620594,OPERATIONAL,3,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Kedai Jamming,"Gang Mekar II No.28, Jatihandap",-6.8941619,107.6619034,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Warung Pujangga,"Jalan Jatihandap Timur, Jatihandap",-6.8940686,107.661988,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Bakso Solo Boga Rasa,"Jalan Jatihandap, Jatihandap",-6.895874,107.6609462,OPERATIONAL,4.8,9,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
SIOMAY ACIL GARSEL,"4M36+4GX, Jalan Jatihandap Timur RT./07/RW./07",-6.8971457,107.6613468,OPERATIONAL,4.3,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
BASO TAHU Putra GARSELA,"Gang Kolecer Jalan Jatihandap Timur No.275 07, RT./Rw/RW.: 07",-6.8972703,107.6613771,OPERATIONAL,4.7,7,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Nelson boga rasa,"Jalan Jatihandap Timur No.111 rt 04 /07, Cicaheum",-6.8934076,107.6621925,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Baso Tahu Padasuka,"4M36+C9J, Jatihandap",-6.8964113,107.6608789,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Kedai Barokah,"Jalan Jatihandap Timur Gang Barokah II No.102 rt 04, samping",-6.8962438,107.6608057,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.1_1
Tahu Yun Yi,"Jalan Laswi No.1 H, Kacapiring",-6.9162934,107.6305725,OPERATIONAL,4,39,"store, restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.9.4_1
Kedai Dimsum 168,"Plaza Ibcc, Jalan A. Yani No.2 Lantai Dasar Area Food Court, Kacapiring",-6.915559,107.633569,OPERATIONAL,3.8,19,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.9.4_1
"Nasi Tim 77, IBCC Foodcourts","3JPM+65X, Jalan A. Yani, Kacapiring",-6.9143923,107.6329963,OPERATIONAL,4.1,29,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.9.4_1
OmaMIE - Masakan Manado,"Jalan Jakarta No.1, Kacapiring",-6.9136961,107.6346386,OPERATIONAL,4.3,353,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.9.4_1
jifast,"jalan jendral ahmad yani 276 pojok laswi dan, Jalan L. L. R.E. Martadinata, Kacapiring",-6.915783,107.6304092,OPERATIONAL,4.6,636,"cafe, restaurant, point_of_interest, food, establishment",2,IDN.9.14.9.4_1
Champ Group - Baso Malang Karapitan Merdeka 21,"Jalan Gudang Utara, Merdeka",-6.9169763,107.6279502,OPERATIONAL,3.5,2,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.9.4_1
King Crab Bandung,"Jalan Jend. Sudirman No.107, Karanganyar",-6.9209506,107.6004106,OPERATIONAL,4.5,208,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.4.2_1
Hongkong Restaurant,"Jalan Jend. Sudirman No.151-153, Karanganyar",-6.9203533,107.5991788,OPERATIONAL,4.5,757,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.4.2_1
Min Yen Bakpaw & Siomay,"Jalan Jend. Sudirman No.171, Karanganyar",-6.92025,107.598476,OPERATIONAL,4.4,215,"store, restaurant, point_of_interest, food, establishment",2,IDN.9.14.4.2_1
"Lontong Kari ""Kang Damon""","Jalan AH. Nasution No.131, Karang Pamulang",-6.9040445,107.6696795,OPERATIONAL,4.6,157,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Mie Ayam Serayu,"Jalan AH. Nasution No.99, Karang Pamulang",-6.9048189,107.6729839,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
RM Talago Biru,"Jalan AH. Nasution No.17, Karang Pamulang",-6.9040138,107.6666615,OPERATIONAL,4.4,549,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.23.2_1
Kolam Pancing Prayitno,"4M2C+HM, Karang Pamulang",-6.8985659,107.6716466,OPERATIONAL,4.9,14,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Sutan Syukur,"Jalan Cikadut Kel No.218, RT.06/RW.03, Karang Pamulang",-6.8984316,107.6713175,OPERATIONAL,4.9,8,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Supplier Dimsum Bandung Ngidam Dimsum,"Jl. Cikadut Kp, Cijati Keluarahan No.226, RT.006/RW.003, Karang Pamulang",-6.8982277,107.6710154,OPERATIONAL,4.9,51,"store, health, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Andara,"4M2F+J6R, Jalan Pasir Impun Barat RT.5 Rw11/RW.No.28, Karang Pamulang",-6.8983752,107.6730071,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Camilanqta,"Komplek pasir impun valley, blok A9, Karang Pamulang",-6.898972,107.6727899,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Rumah Kosong,"Jl. Cikadut, Gg. Cijati Arah Jalan Girimande No.Dalam, Karang Pamulang",-6.8975924,107.670367,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Pempek Selero Kito,"Jalan cikadut dalam Gang Cijati 2 No.178, RT.5/RW.3, Karang Pamulang",-6.8989138,107.6698789,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Lambe dower 2 Rika,"Jalan Cikadut No.227, Karang Pamulang",-6.8979325,107.6696048,CLOSED_TEMPORARILY,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
WARUNG BAROKAH,"4M29+XRR, Jalan Cikadut, Karang Pamulang",-6.8975143,107.669514,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Keday teh Ricka,"Jalan Cikadut No.6, Karang Pamulang",-6.8973353,107.6695506,OPERATIONAL,5,2,"cafe, store, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Nasi Kuning SEJATI (Terima pesanan aneka nasi box),"Jalan Girimande No.19 Blok B1, Karang Pamulang",-6.8955955,107.6711917,CLOSED_TEMPORARILY,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Kedai Orange,"Jalan Cikadut No.71, Karang Pamulang",-6.8967828,107.6695094,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Mie ayam bu yenii,"Jalan Cikadut No.Rt06/Rw 03, Karang Pamulang",-6.8976859,107.6691164,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Aneka cemilan dan lotek umi,"Jalan Cikadut No.129, RT.03/RW.03, Karang Pamulang",-6.8977041,107.6690393,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Kupat Tahu Singaparna SM,Jalan Cikadut No.246,-6.8995641,107.6692916,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Baso Tahu Batagor âAffiataâ,"Jalan Silver Stone No.11, Karang Pamulang",-6.8975806,107.6747973,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.2_1
Jual Bandeng Presto,"anyar, Jalan Karasak Utara 1 gg. 2 no.1 RT 002 RW 006, Kel. Karasak, Kec. Astana, Karasak",-6.9468825,107.60674,OPERATIONAL,4.4,11,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.3_1
Warung Nasi Ampera,"Jalan Soekarno-Hatta No.394, Karasak",-6.9483591,107.6054002,OPERATIONAL,4.3,6892,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.4.3_1
Kedai mie 21,"Jalan Karasak Tengah II No.21, Karasak",-6.9491805,107.6078034,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.3_1
Mie Ayam Baso Mas Reno,"Jalan Karasak Tengah II No.1, Karasak",-6.9484312,107.6080416,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.3_1
Warung Nasi Ibu Dewi,"Jalan Soekarno-Hatta No.412A, Karasak",-6.9483304,107.6077994,OPERATIONAL,4.5,51,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.3_1
Warnas Sunda Karasak,"3J25+J7M, Gang Karasak, Karasak",-6.9484023,107.6081868,OPERATIONAL,4,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.3_1
Soto Ayam Khas Madura Cak Zaeini,"Jalan Soekarno-Hatta No.415, Karasak",-6.9480634,107.6078069,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.3_1
Warung Bu Sumirah karasak 89,"Jalan Karasak No.89, RT.05/02, Karasak",-6.9496913,107.607216,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.3_1
NASI KUNING yashoda,"Jalan Kiara Condong Gg.Irmadi No.292, Kebon Gedang",-6.9265237,107.6430064,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.5_1
SEBLAK 48,"Jalan Kebon Gedang No.48, Kebon Gedang",-6.9265237,107.6426127,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.5_1
Bimsaladin Kiaracondong,"Jalan Kebon Gedang Gang. Irmadi No.292/126c, RT.05/RW.03, Kebon Gedang",-6.9264997,107.6430723,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.5_1
Dapoer Rumah Aci,"Jl. Kiara Condong Timur, Gg. Irmadi, 295/126C, RT.:/RW.05/03, Kebon Gedang",-6.9263869,107.6431386,OPERATIONAL,4.8,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.5_1
Krenchise,"Jalan Kebon Gedang No.40, Kebon Gedang",-6.9267151,107.6429245,OPERATIONAL,3.9,19,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.5_1
Bakso dan Mie Ayam Mas Godeg,"Jalan Kebon Gedang No.46, Kebon Gedang",-6.9266351,107.6425778,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.5_1
favehotel Hyper Square,"Paskal Hyper Square, Jalan Pasir Kaliki No.25 - 27",-6.9161969,107.5946296,OPERATIONAL,4.4,5484,"lodging, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.5_1
Aneka China,"Jalan Kebon Jati No.65, Kebon Jeruk",-6.9164467,107.5993436,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.5_1
The Line Asia,"Ruko Paskal Hyper Square Blok B 7, JL. Pasirkaliki, No. 25-27, Kebon Jeruk Andir, Kebon Jeruk",-6.9153511,107.5979019,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.5_1
Bubur Ahong,"Jalan Kebon Jati No.117, Kebon Jeruk",-6.9164813,107.5968824,OPERATIONAL,4.4,598,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.1.5_1
Charm Thai,"Ruko Paskal Hypersquare Blok A no 11-12, Jalan Pasir Kaliki No.25-27",-6.9154066,107.5977322,OPERATIONAL,4.4,417,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.1.5_1
Meat Up,"3HMW+RPC, Ciroyom",-6.9154434,107.5967617,OPERATIONAL,3.5,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.5_1
Hotin,"Jalan Jend. Sudirman No.178-180, Kebon Jeruk",-6.9198946,107.5976456,OPERATIONAL,4.4,310,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.1.5_1
Gala Karunia - Resto Khas Sunda (spesial Daun Pepaya Tidak Pahit),"Gang Simchong Adibrata No.276 8A, Kebon Jeruk",-6.9183583,107.5950088,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.5_1
Sate Hadori,"Dalam Terminal St.Hall, Jalan Stasiun Barat Selatan No.11-12, RW.12, Kebon Jeruk",-6.9154585,107.6027956,OPERATIONAL,4.5,2709,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.1.5_1
May Star Restaurant â¢ 23 Paskal,"23paskall Mall Shopping Center, Jalan Pasir Kaliki No.25-27, Kebon Jeruk",-6.9152733,107.5945388,OPERATIONAL,4.3,669,"restaurant, food, point_of_interest, establishment",3,IDN.9.14.1.5_1
HokBen - 23 Paskal,"Lantai 3, Paskal Shopping Center, 23, Jalan Pasir Kaliki No.25-27, Kebon Jeruk",-6.9152733,107.5945388,OPERATIONAL,3.6,142,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.1.5_1
Kebab Turki Baba Rafi,"Paskal Food Market, Jalan Pasir Kaliki No.25-27, Ciroyom",-6.914935,107.594301,OPERATIONAL,3.7,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.5_1
Mie Binong 319,"Jalan Kiara Condong No.319, Kebon Kangkung",-6.9311833,107.6438673,OPERATIONAL,4.3,521,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.21.4_1
Warpink,"3J6V+XRF, Kebon Kangkung",-6.9375626,107.6445329,OPERATIONAL,4.9,13,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.4_1
Dapoer Heppi,"Kangkung XI Jalan Kangkung Kidul No.77, RT.06/RW.08",-6.9382208,107.6444812,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.4_1
Pisang Geprek Kahayang,"3J7V+2V, Kebon Kangkung",-6.9374008,107.6446988,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.4_1
Baso mang atang uninus,"Jalan Kebon Kangkung 11 kelurahan RT.05/RW.08, Kebon Kangkung",-6.9372724,107.6445966,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.4_1
War'dams,"3J7V+6JW, Kebon Kangkung",-6.9368887,107.6440924,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.4_1
